aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
5.861443210543717,6.667562738393094,0.01003749921992693,3.038021849330383,0.0067080365491256465,1.4486637152659068,0.4835999421007645,0.4837242685185013,1.5317124079038775,0.010066605257241512,0.21210569176988148,0.11460374057684483,14.56617607491642,1.8561799787092466,0.004170499000308469,47.435456830548446,6.59662533587127,0.09683517386536711,0.03764083466820012,0.05256935919320142,1.0
1.2206845320139303,13.234094218413274,0.16059269380556532,0.5438853439389353,0.01071360519099747,0.768930459071091,1.0822667916029085,0.2007262907582268,1.0087999893454715,0.15727933303809374,0.04284277041402598,0.07101131544439143,13.012989377469507,1.5841217028294132,0.004477769988908553,16.568625980167816,0.5753278325571176,0.06796382965959742,0.6082581217530255,0.06320860013491925,1.0
0.8128458492594137,31.98678064490428,0.0907271491959624,2.603450165598701,0.04635719169812579,2.34758583541336,0.6640602132204658,0.5808711113793821,0.8175706862060594,0.1727530094972255,0.15967738282725813,0.07534003251339318,15.868046114411474,1.6826465161140478,0.008612624258926945,11.701130217846515,2.902663800330419,0.031144838436466937,0.12680432666282848,0.06507948025530019,1.0
0.40529239766866154,19.03115549075868,0.3954490491324706,1.2928234051344667,0.0013334580299203327,2.0455838785454854,0.6165033517759598,0.6892160229596246,0.8200465991168121,0.3041735938046091,0.001111265779519477,0.09425395527553469,1.415861342339218,1.110473069708918,0.005755817824220726,22.16945531593055,3.929616064608806,0.05399987540073527,0.4267887518729907,0.03201196954205084,1.0
3.334170112493566,24.73371641728093,0.07281965377349585,1.5547000279142715,0.03607195191749342,1.1914678850185547,0.34201370536937437,1.4455350317950013,2.0954667280768566,0.5099450373147048,0.3047158637582927,0.121415898517403,13.657063316842063,1.010663671461035,0.0049042403383561615,22.46644768939263,8.964946761286978,0.05948893093824538,0.1248390890559743,0.0030059349405459346,1.0
4.252479836849833,8.90242482225592,0.37570839059699224,2.6108486578697834,0.002571798760116359,2.2991203993784874,0.33184673788807056,0.674914915141434,0.9151902811760724,0.07286766547370427,0.3411538419689288,0.15969245221648495,10.850527738183379,0.9875427644077683,0.0014177909705197183,18.393898396903186,1.2799786193890177,0.07566798133128776,0.009274200534400395,0.039626054493132515,1.0
2.0104737333001843,2.340512708186891,0.04633856936031572,1.8670835005864639,0.04758800226110455,1.5978002392221335,0.6588650207278663,0.6485148689056672,0.8961695604109319,0.4175011020196657,0.119472200238599,0.08009886258455529,19.20370074345237,1.8423081074333876,0.006307394740742864,19.63492829943959,1.9390567693133898,0.05863239595770156,0.48013797223731913,0.06010573432691943,1.0
0.9501131937169138,4.853546152186002,0.054061587158971386,2.303757253030691,0.02624520484231284,2.455117574010585,0.6903800821374004,0.7130797178313097,0.02426538409091228,0.6463424137912541,0.08239727551705942,0.03315174687407557,2.7702996201100625,0.7305586001033003,0.006409532753404483,15.629580481745222,1.2024658337742342,0.06276409083805004,0.12820917419690936,0.03879819090337868,1.0
2.1461735044589094,18.3930427917223,0.021453929509695158,2.3371746993802973,0.02744014493331569,2.2377024914656696,0.6587664360316045,1.2708234187098455,1.104447525297645,0.6158258888414694,0.1701801039566873,0.0509307208121231,0.27146187557291057,1.2983412248991582,0.0035923839212312226,12.682002666015798,5.41067373264327,0.028571075431585734,0.2414915057831493,0.015782206535708835,1.0
0.6725282711095641,18.565424905329284,0.058974577327752534,1.1797215741863398,0.0022693173076552553,4.208665954954379,0.1067504443554364,0.5380967874707543,1.6596265333324272,0.38206421491401193,0.03503373941702689,0.018719793311421346,14.477274480816526,1.4816759815524045,0.00561814848606486,17.663222674429424,0.17676837801408984,0.07202092722005751,0.14423637632572653,0.050866310330589116,1.0
4.057601255117132,17.03711475375442,0.132084977383988,4.862055747118887,0.04325955108841464,9.572624982479976,0.219522657197549,1.6807350719267167,1.0667016760583232,0.004931477873692469,0.14912910144892733,0.06945671419582716,4.235602694177761,1.9933916952890545,0.005297331184736406,36.226051952827206,2.153825401718283,0.028053619097605408,0.24535026081214226,0.01813746529359769,1.0
2.373626870610866,14.356123706578881,0.16169915118230677,1.0546983767816593,0.04713267345247307,5.011015008393963,0.5048563046867239,1.173130175531265,0.7554290368718055,0.22441082599068576,0.5174276020482165,0.13514944133312662,16.480337101127045,1.3305894210407005,0.006533281459861822,12.746692685180228,2.9632752117756267,0.03640869114987493,0.24914534817248146,0.01573052950656945,1.0
4.198791843686722,19.761073461955625,0.18886362313606941,2.310001888842432,0.008602991982455923,6.244471952712159,0.3260582945258511,1.5873677153671428,0.8282160373696418,0.5371819435848928,0.522572390330494,0.09166499139526518,6.843136260878612,1.7545712383674572,0.002415140660032123,2.4324166391655133,5.252143071702015,0.01793292115271261,0.10037912859862494,0.0717646340452746,1.0
1.0787116107443235,11.825326541075434,0.09479098240363963,1.1745524779549465,0.03160158018484842,6.75146951016783,0.3062479817880922,0.23428117790860337,0.44460010696351854,0.13492432233402402,0.45252228148585927,0.09685668707299605,12.313718574675836,0.7197518213656854,0.005917100445020196,5.645420149248842,2.576826644882531,0.047514370522265655,0.1236707874165279,0.05943907992374695,1.0
2.3021720706985054,14.733160703582833,0.032108701999064015,1.1818355899481316,0.0037811002588110966,7.636652936910271,0.24019836247152826,0.8197564134772953,0.5782270671833767,0.10538018911133196,0.8530677747401794,0.011953759802784472,8.800771775120824,1.6096178039199203,0.007571493886360961,13.214103395904802,2.5155453648401127,0.027960811157797905,0.3222810350499252,0.021974438692026928,1.0
2.5349142650588377,6.641048808522899,0.2489204440529934,0.8602493486632163,0.008054313432075199,0.49239462619236996,0.4783375297183893,0.9686448998953338,1.8439692139991979,0.24457478391373463,0.6254357022748407,0.16201237632513116,10.331974508952758,1.7478597250462182,0.008050660270409,12.933382546203717,1.0510289495797673,0.10493828216563847,0.10414241465501854,0.10712211315382678,1.0
1.487316414385274,15.501383949133372,0.013825237499013404,0.2308683959035307,0.0004392247891920262,0.5137653392191663,0.06821070136774376,1.8158458003213727,0.6915566388460187,0.2095635624769657,0.2714491184536605,0.13706770968972884,6.356646246424889,0.8901737923441907,0.007252366389192473,5.812712004169068,1.46039285138013,0.0013275751909345296,0.045256800557981786,0.025904058865515556,1.0
3.6312949909150216,5.549287086954619,0.15349069368841123,2.9415944355223855,0.015543137823462599,4.225102516125288,0.3584997764734092,0.883839522402059,0.6981048786316265,0.008155581645589494,0.2229541836985509,0.13576547801341704,5.638241526108772,1.5180715832917946,0.005288695667532171,31.053790698569024,7.494207075965601,0.07690687997741583,0.20893197756706616,0.0609702635077813,1.0
1.549469086882491,18.939447779956122,0.04272108544394288,2.8300176436378965,0.026400860021616353,8.771613100451933,0.7203539669571724,0.2852989602036804,0.8315026741894213,0.22376034536283212,0.6394492946142987,0.10312194615577497,13.186546622736703,1.011077019160895,0.0012075839810099308,34.15912323479006,2.876405385668062,0.027896008230263496,0.20999944137691362,0.059082008476583146,1.0
1.4462808419239437,9.862920755414827,0.0732036369346535,0.43471824562152306,0.0200167542803803,5.137997612013391,0.5637466339934896,0.32985123482109757,1.0741357515282761,0.10214693222071039,0.7647557121353538,0.09956833421131034,15.579602269488813,1.5736531304482448,0.005489694271450392,35.87481096167298,1.8178382455918656,0.044105384404978666,0.2712403037277758,0.08641715459359459,1.0
2.2117838237442204,38.48969607963917,0.4651135981193636,0.5195826022803745,0.002033721129023971,2.0384235660241536,0.03776990296400273,0.535131082137309,0.740969146028439,0.9474708608634799,0.4425992490360512,0.13021451036345072,18.223583715016446,1.83197517070083,0.0005226090493243452,31.880334113815763,2.4629441205743143,0.02892774929733195,0.2539496765702143,0.03341453746637284,1.0
2.2940841640319416,16.03281760982345,0.0323609753980133,3.5133977348777545,0.0128403987054376,4.320191476682419,0.3450247778383751,0.31944949165307346,0.36169340245612897,0.7730925216412011,0.16913978468757804,0.09260837182659723,13.216366982555122,1.0912129701548974,0.0018222297375299098,36.62800460161802,4.559780040659138,0.031740444896476094,0.22930493912572858,0.07482823380324535,1.0
0.7897824388711085,29.134666261266204,0.043647590390555255,2.0731177039542477,0.01307194527909368,5.968868720457888,0.5708792332329153,0.29371941927044687,1.5641627684431454,0.2584352506607457,0.24677124505323114,0.020435640017209003,10.455511500973364,1.8595225559493782,0.0012077331307859826,14.19721443350965,2.878794037909344,0.09513603178688568,0.15717220972737544,0.013422256134673384,1.0
2.520325747075264,11.010322403180737,0.1774225895010989,2.6002290616576325,0.039686172088364266,3.2629882836848014,0.26775981316241276,0.8335409600816179,0.9586432318585416,0.5827247297075546,0.4194626133014342,0.043744671747972017,5.505603921670883,1.5897704360167533,0.0026500769509849456,10.855711571098277,2.4894189846937196,0.00881159534278686,0.20028089008217895,0.017083149869142916,1.0
2.0317749634750304,12.024909837925332,0.22145070494594138,1.7839336563580201,0.005762503686541631,7.652234653052583,0.08810887022779823,0.3763336825574212,1.237426923527468,0.6151356810950421,0.09240680895548042,0.08930983157928954,11.066499931963575,1.7786927018269196,0.006704734347708567,4.882020565070862,8.425221019704141,0.06595158419080117,0.34545112958317087,0.015983858843809866,1.0
1.169976131520383,18.479417258317937,0.03609639150692587,1.4040754231008163,0.013073636742663302,1.184359597906528,0.2638931058808816,0.3593090173501241,0.46140676111297657,0.02695492044832093,0.6239542631866779,0.051361871473449845,3.750575670885614,2.101272479225002,0.008208498166002266,31.91925967145581,2.480955903476879,0.06676766384152323,0.11547029614532031,0.013088724598510227,1.0
2.8613879346863005,6.589112576160928,0.12231761552849625,2.0915813460481965,0.03674209690744311,2.2484886708368856,0.15773267189843096,0.4563229231835802,1.2185155338532032,0.7611833642882857,0.7351206511214096,0.17212750704016327,6.253486051725556,1.9513683204609857,0.003847959479193871,4.538924727013338,5.34737711846619,0.05941329359262397,0.41473196656236033,0.0228772461022662,1.0
1.3960027231517282,11.47223431179643,0.1966359806865568,0.6083410719949482,0.01881745541752014,5.076318164995089,0.6837203477837074,1.0529306312601594,0.1865628557392921,0.019497300142025664,0.5514976204807516,0.0010998577558314626,3.2570306479813587,1.3590867946233405,0.008277622914352252,29.82625061499023,2.634947119030109,0.04184421026356856,0.3720713756977737,0.0365250492080864,1.0
0.0022997519228509233,15.331198909756944,0.023954976428289254,3.1293502134380615,0.007078581795479603,3.3759111708031373,0.2713565350493663,1.4867459257747186,0.845789866158765,0.7771934283686607,0.31532344669620527,0.13581710490932364,7.35171911268316,1.3845086338219692,0.0016271368404373494,36.058347022581955,4.384032346179649,0.09222003436494763,0.26361250986897466,0.05033868873985675,1.0
4.772088973090573,9.900245092555885,0.10714849900304824,3.1529832934949122,0.008605166999443139,8.519697437491086,0.7506839465114457,0.6398759401191905,1.687272618354703,0.22140176339247292,0.9598705235765151,0.11125746863992642,5.692412866851667,1.8351503828861895,0.004866082929294055,0.5178709863843167,9.48292852832313,0.06009531522900593,0.27443514748176223,0.057844981300235604,1.0
0.6780548741675516,9.743455181964201,0.16795805343385545,2.767988151629667,0.022642535558913275,2.8237038373996155,0.2177293616160365,0.33504986158898986,0.6845993063438557,0.2840383303838253,0.13339546516440204,0.06573333946625384,15.746140319057039,0.8427529245137397,0.003668929623547614,14.831748089064046,5.207921975892506,0.04322553062656224,0.1760670974468566,0.04867914234138478,1.0
1.919398461618245,24.37891884369705,0.3331844369728185,0.5502675817467229,0.0025821293591331475,2.420827776976706,0.009135344478895469,1.7712297898772942,0.9280298193074313,0.07232755910626762,0.22347288431379864,0.033213259453318794,11.066354118313344,1.340722729999678,0.0014376835716740565,26.246526830941246,3.2051076309481505,0.05279689785337267,0.13038273173888965,0.04670307216222442,1.0
4.692996359804513,24.21439577932457,0.040496038061510614,2.315630912100586,0.08347412423148812,5.025377913621576,0.431653676714885,1.0376296498670639,0.3843842873630475,0.16609973887912816,0.38395915199973574,0.014142962887535235,8.591380681476318,0.8859604758259402,0.00434246813663521,34.983775055651776,2.8034320889386475,0.09961189218694085,0.18732424894804142,0.038725385271313875,1.0
1.1076860985292312,7.228420632499749,0.16956842073596384,0.7886265508753594,0.034527704467279444,1.4090993528598013,0.9410243439305406,0.27223285113865225,0.7768041763297613,1.111208112341765,0.016020187373778638,0.14259576223067363,0.4101464248958866,0.7534743059339671,0.006233871713429018,55.08433290555903,3.115973374101284,0.03296107589459458,0.12172620936420528,0.06551312473598392,1.0
1.1785986338699204,14.396453173262548,0.21044038358019457,1.0430488286896182,0.05996270476594097,3.117225507816764,0.17534217016524323,1.4266923961829896,0.8840369668287082,0.9890430856727563,0.40155696886823355,0.07428279966493649,22.600703962453736,0.544441789298831,0.009614077909996209,19.361444152525507,7.100697776967154,0.0244081253680221,0.11440071677566019,0.03634091328299223,1.0
0.9916362419317273,8.653969418245449,0.08370693745671692,1.688684456096723,0.07534646327766775,4.424410468055132,0.04593852472005794,0.7532700728251461,0.7881687102910668,0.3958177362811798,0.05720301343774045,0.11635726106012124,13.531648209643315,0.942659845458705,0.004674727327487398,14.570836611532222,3.4275521353577356,0.05106114322382403,0.2275798429876008,0.01857056959519624,1.0
1.6942732513941507,13.732091520812476,0.14203685258402327,0.9724898271125506,0.005931332107587553,2.4782540539794704,0.2104986763372236,0.8228173326249988,1.1430507884766585,0.45804866732234206,0.40637177942938507,0.16343492320721342,7.543846462428181,1.433206419662076,0.003644017237920347,8.297486199779271,2.3984816823325605,0.04009492015102589,0.07846140911830692,0.029107166689481975,1.0
2.8164600090115854,6.897042924986181,0.11382753128117452,2.0926788655319615,0.04795481715545176,6.785735016326827,1.006964448025066,1.50317453771984,1.0834913621076407,0.07361296724619731,0.24105486500656065,0.006316095117378559,1.5851149004133047,2.150343421080877,0.00340731691852127,29.122747069879143,2.86753435723761,0.036247821783562395,0.060259178245142736,0.08218960727322189,1.0
0.35827614529448293,24.705002723966373,0.06216916212123687,1.5291252908085078,0.03201340290404074,4.817255038013422,0.5468400229097362,0.7259510822854889,0.692420093188908,0.6035349198434966,0.7536044944745041,0.10538367597650712,3.975857546916677,1.4696886279345955,0.006227744476477227,16.258686210508458,5.587128581839209,0.045296483997363836,0.16259371420389762,0.0816035072741639,1.0
2.737889156816053,22.282122350708985,0.45702342468249424,2.926158104771255,0.025337514370696437,8.207053320248729,0.42863678664258953,0.945693834974031,0.5275868808939779,0.13191358994964553,0.16044106544348483,0.054869661035643495,4.957977985306029,1.8094734166871604,0.007939958955647065,13.655724740983418,0.287222416210529,0.019018053532342635,0.051429659478221035,0.04936538961622104,1.0
4.215874851690167,19.380441166180898,0.17496610665282364,0.21048511854557583,0.023335070579794105,1.2996705223009966,0.2882354832116466,0.167642366541348,1.0130805782300858,0.09688262101407652,0.5788079100810337,0.04610237896876525,18.733256643945587,1.9013251401012181,0.008901778003188806,29.089857684749273,1.9672962496970468,0.07364585733547549,0.2606225551024376,0.015331160716281114,1.0
0.7783311055993365,10.16396425390505,0.13444054014477594,0.9803324042889596,0.025548103190584044,1.8347488085875543,0.02490178049625047,1.1087283846115568,0.7540602398970733,0.3447178295405233,0.14402405913294003,0.12227911435417493,15.519049680966987,2.2959060771149273,0.0034322226197630633,29.286468250966948,9.78827016184626,0.037917503359620464,0.09386446543854986,0.09790618290160218,1.0
0.9590249601158904,17.008865904402143,0.11011385947102961,1.9126195275841626,0.011510424758099293,5.177839884516628,0.11915063563806993,1.2630617859284852,0.8919622260413256,0.5124982296460068,0.3272699020640461,0.11015243769770347,7.805325867801404,2.081999839493733,0.00252959710562264,24.33003847667676,2.2774856603403135,0.06031499074352438,0.26467935457654146,0.04871970476014162,1.0
0.004260701171580061,24.71821260271863,0.2828674599936619,2.9242930167950436,0.08981722059469213,2.67439713200645,0.5417643659876579,1.2373600100473705,0.38400363903824986,0.8215504535037714,0.34990718967568774,0.07336775071374949,3.703540019037148,1.6729034531079987,0.004720135637492058,41.27139161786742,1.6361989856012753,0.06020282023080033,0.15940028184353888,0.05684235945917286,1.0
2.4166285816739315,18.882509219513196,0.17896180528331432,2.4703494613652945,0.02806031466611241,2.9764554278152997,0.5804986045485236,1.821857191965357,0.7974642014693774,0.31322736879520674,0.7568966102184285,0.1417989520137712,15.169454841951833,1.7668541477520106,0.006285869631052119,0.8534293408018634,4.123075542149909,0.03795444823413983,0.22395474917623862,0.06586159424740816,1.0
3.8140876653767655,10.60056020165285,0.11139155866051959,2.972664578682018,0.012560617343472334,7.766319491979238,0.5891199244612684,0.525086781031737,0.4517408154921839,0.20736514809386544,0.3512116123779243,0.11547599068182324,14.405526535282434,1.2183075138010382,0.004291349649148489,31.448460753378075,5.073776819600247,0.009187446484567513,0.0005944752082225613,0.006945864745963044,1.0
3.7201251511848605,16.182127733181844,0.2292917652604166,2.14180397332442,0.00903391798305658,6.424854227545163,0.5686534651031024,0.3362706475735795,0.6803129445438436,0.5795169508547946,0.18252509557126367,0.050781278131663166,8.443721046637203,1.4683800553628985,0.0035219254802662647,23.96156646858578,4.75315156560669,0.012320393227350353,0.06933541914876985,0.04715784990213537,1.0
1.7961108464413273,30.663710364422066,0.11896637758106729,4.001241517067956,0.004496445552798597,1.260459004177152,0.29684867456959113,1.161069092331953,1.0822956426793588,0.4999743165975372,0.01851664371473813,0.10960934157332829,11.84408361476445,1.4684367241630194,0.008433142451263538,2.3961005181513073,3.0289225145580896,0.02696716996615825,0.19081671297101876,0.04189568679720102,1.0
5.395349682259462,12.885408093623711,0.25546149159260895,2.62462644345932,0.0018338389130126542,8.083465247268155,0.7562003829713398,1.562909936603715,0.09014894939987272,0.05988055088504568,0.2517875470606676,0.060579743781035846,2.0707173383655695,1.535672955358495,0.006080164911318069,5.370511868802129,2.877739669510162,0.05118281583505174,0.4114188805845199,0.061722296003880545,1.0
2.887594035898961,8.903172860739238,0.42277234404271086,2.3476532713414624,0.012094113259190527,1.6103595995764506,0.7609158628595707,0.5968829411185047,0.09082515190954421,0.8563078812297849,0.16143058478580843,0.08940827894917462,7.820006930868595,1.2066158092084733,0.003336093633153751,14.99272012397148,8.031544636267034,0.009859575061512783,0.055561996430022936,0.09574750648594704,1.0
4.834823053989949,5.984777585699827,0.02839664173525451,1.146068664276467,0.018364021876504998,6.404790623540432,0.5709858799264155,0.38085189692589744,0.7781007434628822,0.7687058100384836,0.3964305493903732,0.06550815416020922,13.979231089193227,1.6104950066362624,0.0022968175938293195,46.67609247415119,1.2035444179627466,0.06612347319317045,0.11945651687609307,0.08379877744615848,1.0
4.76121223100185,29.147996127282067,0.04866641070729318,2.7133063893355165,0.05540495905038351,7.796953915085465,0.29274967994591466,0.8438477411770086,1.2873047650776468,0.22724674132280193,0.16606366333340788,0.01144741941071696,17.96125837983137,1.883047026913986,0.01162836252869098,3.288953273421839,0.5247788303325138,0.04261879223553401,0.15327933838314683,0.05641106988728496,1.0
3.245694218451385,10.485403068871944,0.21375581463116639,3.688880086164713,0.0540356855269013,0.815429230233065,0.5777737948878242,1.389077016898759,1.2518997093556237,0.2674664435618267,0.4239856244588025,0.09495716069162846,4.6260964969959035,1.6361741415082578,0.00859962657180248,10.356582095442546,2.319907420632022,0.12140777262321685,0.0536431412331185,0.05388685841279546,1.0
1.2823571251442365,0.35545888358620736,0.22672145124151488,0.8993350405687585,0.005215465592011501,1.670652599208693,0.6913682410796966,1.159574737565224,1.178679520189404,0.016745347895192608,0.5154222279651596,0.15899941440971785,17.1793290662109,1.4620142734595163,0.0023992967164643657,20.392970552731573,2.4424209664336707,0.07822626872450167,0.36114019083932525,0.04768638563984136,1.0
1.872055853370231,18.474273698976397,0.15913898867974646,0.31006830598646995,0.020422323964045603,0.8041949939944324,0.3180902292470701,2.217450173233,0.7010086356132372,0.35623381056127773,0.685384922918204,0.001169526850367697,6.857520148963516,2.20135562104126,0.00431504854168559,21.42357030278337,1.1904634299860275,0.08258204921376594,0.1359814371665059,0.00574128785557923,1.0
1.093768442010201,19.92709091825754,0.23706720682506188,2.2493706098353328,0.05351927610901448,2.7968275943645873,0.37831950083084165,1.8371792771133004,0.31637923296846765,0.6793005349973216,0.5563230268168502,0.15657098913496814,7.955380224641746,1.6717769013436214,0.0028892916136732186,24.798451646250413,1.1366939935422997,0.04044062290544921,0.17553922071645198,0.00901849064321528,1.0
1.4915307619001275,3.8058713095307777,0.07449999921375906,0.5523581746754418,0.0019431398206196798,4.933413362886167,0.263130855315841,0.3945015495496099,0.8886125793975399,0.5177413142544606,0.4555072258950776,0.1247728981483461,2.7278701621316284,1.4756777768702225,0.00888067952024366,11.505596957221169,4.2664217505195206,0.01600737333884743,0.15106406499235223,0.043181538072948826,1.0
3.392776129628717,7.590253372600384,0.03408928968618969,0.8461026454280653,0.013143308758274685,2.088372125227833,0.45397796691205156,1.1088907421751095,0.48426730104123983,0.08557738732108744,0.23664515731409472,0.09791082993267665,9.065593272657903,1.1400399264004357,0.0008527528419461916,17.453416935584457,5.043319636006341,0.06747386784570068,0.13789692105671442,0.061326763304132295,1.0
1.3615590415202645,14.55553707664639,0.25770181385469143,1.2958357592663459,0.025771524511028446,3.3222433170301207,1.117565578748597,0.07496896693391308,0.8467219831698789,0.3802139312023293,0.2545725823363915,0.0004365393513145188,13.978394450030219,0.2197431838945576,0.005842339291173139,14.29088570315282,0.08416349236223919,0.009509315572869353,0.3839317491220754,0.033708823589075794,1.0
1.5400299949349638,3.0314133163348362,0.21551196457988658,2.428250722914182,0.010186432385169194,6.305546568808107,0.0009234096833045102,0.5051967740482731,0.5287318011149492,0.3701655123800888,0.37435321026745927,0.08064706769574732,0.7705601070662649,1.2109147840010137,0.005188010505113951,44.02744103152072,1.3664608183180307,0.03123142212413232,0.17097704693948637,0.0612287050615869,1.0
4.316958273978795,25.210854782378583,0.1897301807561836,2.2250364549844566,0.00986950270888259,3.4003590366811745,0.24153042162359598,1.9154978657935715,0.1522823165773004,0.4225015983076966,0.10030659497756139,0.1763379016397452,9.579062685028534,0.9840307214639237,0.008138932002445299,19.22461134942719,1.4166798077679328,0.05730958072121155,0.06274996281680942,0.036387528419576855,1.0
4.360531310901266,14.70051916655967,0.08793278172620643,3.620687688595816,0.02314426330266841,4.925413460573113,0.32466410572606513,0.9557602034524245,1.3049430634211714,0.12245615808961408,0.1675071094032123,0.14225659363284632,9.029857494481007,2.291237362882159,0.004903164758656862,35.90448506988601,3.660763380787359,0.02292288092305306,0.1262905887392107,0.045812676414572734,1.0
0.6719449616121007,17.574811262925014,0.18551815486550127,1.2444419175180106,0.059676321974232616,2.3042346560302054,0.5480356528453606,1.31570646355781,0.7967142774993768,0.5693313777042324,0.11853704151042976,0.10118648889750133,11.738925156172009,1.068374996419402,0.012482621801826103,4.9810521761127085,5.068089484964544,0.06227218743424253,0.19735961788225256,0.02466146661627145,1.0
1.4742398936586505,11.707321273276325,0.21220453129286654,2.662898195849964,0.008893819793981897,3.0249253420556546,0.22894159665628577,0.6899779404582511,0.5257897815839974,0.3801778012615504,0.06774479206523726,0.12326518227296582,11.695490178137316,1.501161292964267,0.004075554658896955,38.28618949987955,0.4185881476569553,0.0018053587791335632,0.4358449171080223,0.04154223460600699,1.0
1.1124656392589225,17.629213783832927,0.24503939080154452,0.8895497404665391,0.02319943043183462,7.167139096497337,0.14608127420668257,1.5460309396640453,1.1676200973904416,0.19849039163183235,0.43956086552023754,0.06426365346484308,14.37075831218862,1.1926863226618118,0.003416926837157804,6.8645074134748825,0.7023594290117359,0.0567631096447776,0.27099560622445307,0.014899068370185717,1.0
0.652553903299653,17.228881411113104,0.036821253469087156,0.1714792056456007,0.04172089306428487,2.570693144598267,0.2485572210132987,1.3416366714137489,0.5920710283288209,0.12094595743313225,0.5601657229356716,0.13852138824549168,9.616496392911811,1.8090643580848087,0.004526628285887962,10.894957521425725,1.9052759540216342,0.06363721654657353,0.3363704305738755,0.039022057889075416,1.0
1.5367266510441675,13.542206401014251,0.021262540464820637,1.7090650959720604,0.041451479540349584,2.3530634912114636,0.6692984905811445,1.502636804351894,0.5672228516242638,0.034193355375021994,0.6099609945857162,0.08745529559073971,3.927722990341425,1.7737093857873978,0.0030483474983143345,18.724711039217983,3.6920652834768397,0.026929250630922903,0.24854893879523263,0.001998816046763073,1.0
3.619899030941444,13.737926563680364,0.21575179093519697,2.600321480514082,0.022526401792314295,4.1495777224353105,0.528098357960464,0.45987157960188607,1.3875781614900125,0.3262922774946567,0.04315184444735093,0.0029607227090899385,1.6093615245372686,1.545572459391816,0.004138190263954849,3.6721097100842073,1.0537054966469026,0.023878660958827902,0.2703770787507312,0.019605800447860484,1.0
1.6655762007909742,16.92755590407687,0.003915745352717034,3.1603120983173225,0.0658340836266691,6.298421395534945,0.33003978352807395,1.6575227689603111,0.8999933030803199,0.5580118000754268,0.7034212892367369,0.17356902270216476,11.0816846612792,0.2504443853099727,0.0028650776039687645,0.7951501150397426,5.177202742946092,0.06847925775921804,0.05751838763027764,0.03510588627392944,1.0
0.6775820487103312,30.322212685387996,0.12115660711498236,1.7089242690808442,0.04259696814819971,2.497740609950574,0.15272825272682633,1.8237342387939504,1.1516844657079397,0.3627403365763881,0.05337703004745126,0.024857951989586013,12.097524659140705,1.2910692824348051,0.0036834303497015513,14.878688584033554,5.812315725283353,0.09834572206855616,0.039383241085597404,0.07846883233908689,1.0
1.0948142764493238,13.990484680548377,0.07194948349786769,1.2509032900880306,0.035614616650894694,4.295791153537323,0.6680809393373746,2.0410025600420285,0.9924291516047173,0.45557280245929965,0.05257653704538273,0.09634259899302981,13.099635447157645,1.6621356547197008,0.001203110538352556,28.40231596222493,1.582561160989877,0.07766589416393477,0.2828150323728507,0.06874317533480875,1.0
0.30047597151576366,14.344042422928833,0.17380736290301732,3.895507941739602,0.012428687518747638,2.755239768912287,0.04877957154294965,0.81336000623092,1.0855919925495714,0.08797292112419716,0.6071691589964785,0.08642290072390124,0.2256196946687794,2.2862369724560763,0.002625864816197287,19.036058883407854,5.474105078010746,0.07426470128575599,0.22663076107007996,0.03473633144869669,1.0
3.3549645659976752,29.766524624282944,0.300024543733473,2.6868808156591575,0.05142909918471247,2.9846251612931773,0.1737183418763748,1.8494603140524353,0.17619660919117075,0.11985654470819437,0.018457882208193305,0.04685291225488611,20.03450713367686,2.1624258375112655,0.009190334784261867,0.028048805423434686,7.601562694877394,0.0398895500023788,0.190409636558342,0.047149916140629244,1.0
0.45783383009344525,21.03630607829249,0.09153848349873102,2.3898720739501083,0.034149147239311325,4.818939202405967,0.0909120542736726,0.3180520173246779,0.2574064840472021,0.4498264838395013,0.08946508022576422,0.07652877933956909,4.99135451765968,0.38288687667995025,0.006470720911395474,5.234552354249045,2.0975512193333934,0.07433241511809988,0.3155356425634968,0.05878800406388729,1.0
1.0820090702260587,24.72587770523846,0.037972366420055456,1.6783047639138933,0.050432177114553584,7.908633682906193,0.23747349440038154,0.3007904974616936,0.3535461372293479,0.2523470872971726,0.10060190484222581,0.11013754739045502,1.98470100955877,1.1439767999717914,0.004546075163420632,39.60517136618145,4.426227467625994,0.052600373130463195,0.2413159596017673,0.020805170106317775,1.0
1.7634647182683416,15.956224674087105,0.041276361915877316,0.8588008307968513,0.0010207074140435972,4.114402184868695,0.3838594827106567,0.4111317065536704,0.8423431736720746,0.2041244286037251,0.18027922735918628,0.10716447047072125,15.17801301519409,1.5377830332038553,0.004111946138670364,37.4691534317045,2.5617941726912186,0.06320236066664157,0.28801306178939406,0.04316362451023942,1.0
1.7145064791058429,9.693111144092157,0.16170061632126798,1.9212124298341904,0.039218155719259476,1.2151085626541236,0.1747105608530336,1.105188618471486,0.97172811265662,0.03870241020069143,0.5506147348155019,0.16779799649846672,11.020082858480528,1.9000003288848988,0.0008855454612737308,7.935896966090503,3.701279053585272,0.06154833649480687,0.011069121768262052,0.05165526184940955,1.0
